,ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Onboarding,ProfessionalTech,TrueFalse_1,TrueFalse_2,TrueFalse_3,SurveyLength,SurveyEase,ConvertedCompYearly
363,55650,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Stack Overflow;Video-based Online Courses;How-to videos;Written-based Online Courses;Certification videos,Udemy,30,25,"Developer, front-end;Developer, full-stack;Developer, back-end;Educator;DevOps specialist;Cloud infrastructure engineer","5,000 to 9,999 employees",I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,South Africa,ZAR	South African rand,80000.0,Monthly,Bash/Shell;Dart;Groovy;HTML/CSS;Java;JavaScript;Python;TypeScript,Bash/Shell;Dart;Groovy;HTML/CSS;Java;JavaScript;Python;TypeScript,MongoDB;Redis,MongoDB;Redis,AWS;Heroku,AWS;Heroku,Angular;Node.js,Angular;Next.js;Node.js,Flutter;Spring,Flutter;Spring,Ansible;npm,Ansible;npm,Android Studio;IntelliJ,Android Studio;IntelliJ,Linux-based;Windows,Linux-based;Windows,Git,Code editor;Command-line,,,Jira Work Management;Stack Overflow for Teams;Trello,Jira Work Management;Stack Overflow for Teams,Microsoft Teams;Slack;Zoom,Microsoft Teams;Slack;Zoom,Very favorable,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, somewhat",55-64 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,32.0,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,15-30 minutes a day,30-60 minutes a day,Just right,DevOps function;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,No,Yes,Appropriate in length,Easy,60696.0
364,55759,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Blogs;Stack Overflow;How-to videos,Codecademy;edX,7,1,"Developer, full-stack",100 to 499 employees,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow,South Africa,ZAR	South African rand,,,C++;HTML/CSS;Java;JavaScript;Python;Ruby;SQL,,MongoDB;MySQL;Neo4j;PostgreSQL;Redis,,AWS,Microsoft Azure,jQuery;Ruby on Rails,Angular,NumPy;Pandas;Scikit-learn;Spring,,Docker;Yarn,,Eclipse;IntelliJ;IPython/Jupyter;PyCharm;RubyMine;Visual Studio Code,,Linux-based,Windows;Windows Subsystem for Linux (WSL),Git,Code editor,,,Trello,,,,Very favorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",18-24 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder",Yes,Independent contributor,1.0,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Never,10+ times a week,Never,Over 120 minutes a day,Less than 15 minutes a day,Just right,DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing,No,Yes,Yes,Appropriate in length,Easy,
365,55812,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Contribute to open-source projects;Freelance/contract work,Some college/university study without earning a degree,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification","Technical documentation;Programming Games;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online forum;How-to videos;Written-based Online Courses;Auditory material (e.g., podcasts);Interactive tutorial;Coding sessions (live or recorded)",Codecademy,20,20,"Developer, front-end;Engineer, data;Engineer, site reliability;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Engineering manager;Database administrator;DevOps specialist;Developer, embedded applications or devices;Developer, game or graphics;Project manager;Designer;Product manager;Senior Executive (C-Suite, VP, etc.);System administrator;Blockchain;Security professional",2 to 9 employees,I have a great deal of influence,Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd;Research companies that have emailed me,South Africa,ZAR	South African rand,120000.0,Monthly,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Objective-C;PHP;SQL,,CouchDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,,AWS;Google Cloud;VMware,,Angular;Node.js;React.js;Vue.js,,.NET;Electron,,Docker;Kubernetes;npm;Unreal Engine,,Android Studio;Atom;CLion;Notepad++;Visual Studio;Xcode,,,Linux-based;Windows,Git,Code editor;Command-line,,,,,Microsoft Teams;Slack;Zoom,,Favorable,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, definitely",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,25.0,Strongly agree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly disagree,1-2 times a week,3-5 times a week,Never,15-30 minutes a day,Less than 15 minutes a day,Very short,Innersource initiative;Automated testing,Yes,Yes,Yes,Appropriate in length,Neither easy nor difficult,91032.0
366,56008,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Coding Bootcamp;Colleague",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;How-to videos;Written-based Online Courses;Interactive tutorial;Coding sessions (live or recorded);Certification videos,Udemy;Pluralsight,10,6,"Developer, full-stack",20 to 99 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,South Africa,ZAR	South African rand,,Monthly,C#;HTML/CSS;JavaScript;SQL;TypeScript,Dart;Go;Python,Microsoft SQL Server;PostgreSQL,Elasticsearch;MongoDB;Redis,DigitalOcean;Microsoft Azure,AWS,Angular;ASP.NET;ASP.NET Core ;Express;jQuery;Node.js,Nuxt.js;React.js;Vue.js,.NET,Cordova;Ionic;React Native,Docker;npm;Yarn,Kubernetes;Unreal Engine,Notepad++;Visual Studio;Visual Studio Code,Atom;Rider,Windows;Windows Subsystem for Linux (WSL),Windows;Windows Subsystem for Linux (WSL),Git,Command-line;Dedicated version control GUI application,,,Trello,Jira Work Management;monday.com,Mattermost;Microsoft Teams;Zoom,Google Chat;Slack;Symphony,Favorable,Stack Overflow,Multiple times per day,Yes,Less than once per month or monthly,Neutral,25-34 years old,Man,No,Straight / Heterosexual,Indian,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
367,56068,I am a developer by profession,"Employed, full-time",Full in-person,Bootstrapping a business;Freelance/contract work,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification",Technical documentation;Stack Overflow;Video-based Online Courses;Interactive tutorial;Certification videos,Coursera;Udemy,4,3,"Developer, desktop or enterprise applications;Developer, mobile;Developer, embedded applications or devices;Developer, game or graphics",20 to 99 employees,I have a great deal of influence,Start a free trial;Ask developers I know/work with,South Africa,ZAR	South African rand,104000.0,Yearly,C#;Java;JavaScript;Python;Solidity;SQL;TypeScript,C#;Java;JavaScript;Kotlin;PHP;Solidity;SQL;Swift,Cloud Firestore;MySQL;Oracle;Firebase Realtime Database;SQLite,Cloud Firestore;MySQL;Oracle;PostgreSQL;Firebase Realtime Database,Firebase;Google Cloud;Heroku;IBM Cloud or Watson;Microsoft Azure;Oracle Cloud Infrastructure,AWS;Firebase;Microsoft Azure;Oracle Cloud Infrastructure,Node.js;React.js,Angular.js;ASP.NET;ASP.NET Core ;Node.js;React.js,.NET;Flutter;React Native,.NET;Flutter;Keras;NumPy;Pandas;React Native;TensorFlow;Xamarin,npm;Unity 3D,Docker;npm;Unity 3D,Android Studio;IntelliJ;Notepad++;Visual Studio;Visual Studio Code;Xcode,Android Studio;IntelliJ;IPython/Jupyter;Visual Studio;Visual Studio Code;Xcode,Windows,macOS,Git,Command-line;Dedicated version control GUI application,,,Trello,Jira Work Management;Trello,Microsoft Teams;Slack,Cisco Webex Teams;Google Chat;Microsoft Teams;Slack,Favorable,Collectives on Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,Neutral,18-24 years old,Man,No,Straight / Heterosexual,African;Black,None of the above,None of the above,Yes,Independent contributor,3.0,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,1-2 times a week,10+ times a week,1-2 times a week,15-30 minutes a day,30-60 minutes a day,Somewhat long,DevOps function,Yes,No,No,Appropriate in length,Neither easy nor difficult,6575.0
368,56724,I am learning to code,"Student, full-time",,,Some college/university study without earning a degree,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification",Written Tutorials;Online books;Video-based Online Courses;How-to videos,Codecademy,2,,,,,Start a free trial;Visit developer communities like Stack Overflow,South Africa,,,,C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL,HTML/CSS;Java;JavaScript;Kotlin;PHP,Microsoft SQL Server;MySQL;Oracle,,,,,,,,,,Android Studio;Visual Studio;Visual Studio Code,Android Studio;Visual Studio;Visual Studio Code,Windows,Windows,Git,Code editor,,,,,Zoom,Zoom,Unsure,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",18-24 years old,Man,No,Straight / Heterosexual,African,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
369,56893,"I am not primarily a developer, but I write code sometimes as part of my work","Student, full-time;Not employed, but looking for work;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects;Bootstrapping a business;Freelance/contract work;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Coding Bootcamp;Colleague;Hackathons (virtual or in-person)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online forum;How-to videos;Written-based Online Courses;Coding sessions (live or recorded),Udemy;Codecademy;edX,2,,"Developer, front-end;Developer, full-stack;Developer, back-end;Student;System administrator",,,Visit developer communities like Stack Overflow;Ask developers I know/work with,South Africa,,,,Bash/Shell;C;HTML/CSS;JavaScript;PowerShell;Python;VBA,Bash/Shell;C#;Dart;Go;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript;VBA,PostgreSQL;SQLite,MySQL;PostgreSQL;SQLite,Heroku,DigitalOcean;Firebase;Google Cloud;Heroku;Microsoft Azure;VMware,Django;jQuery,Django;jQuery;Node.js;React.js,Pandas,Flutter;Pandas;React Native,npm,Docker,Atom;IntelliJ;IPython/Jupyter;NetBeans;Notepad++;PyCharm;Spyder;Sublime Text;Vim;Visual Studio;Visual Studio Code,Atom;IPython/Jupyter;Vim;Visual Studio;Visual Studio Code,Linux-based;Windows,Linux-based;Windows,Git;SVN,Code editor;Command-line;Version control hosting service web GUI;Dedicated version control GUI application,,,,,Slack;Zoom,Microsoft Teams;Slack;Zoom,Very favorable,Collectives on Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",Prefer not to say,Prefer not to say,No,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
370,57084,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Hobby,Some college/university study without earning a degree,"Other online resources (e.g., videos, blogs, forum)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books,,6,6,"Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;System administrator",10 to 19 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit,South Africa,ZAR	South African rand,20000.0,Monthly,Bash/Shell;Go;HTML/CSS;JavaScript;Python;SQL,Bash/Shell;Go;HTML/CSS;JavaScript;Python;Rust;SQL,PostgreSQL;Redis,PostgreSQL;Redis,DigitalOcean;Google Cloud,DigitalOcean;Google Cloud,Django,Django,NumPy,NumPy,Docker,Docker,Atom,Atom,Linux-based;Windows,Linux-based;Windows,Git,Code editor;Command-line;Version control hosting service web GUI,,,,,Google Chat,Google Chat,Indifferent,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"Yes, definitely",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,15168.0
371,57307,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc)",,,13,10,"Developer, full-stack;Engineering manager;Senior Executive (C-Suite, VP, etc.)",2 to 9 employees,I have a great deal of influence,Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,South Africa,ZAR	South African rand,1200000.0,Yearly,Kotlin;TypeScript,Kotlin;TypeScript,PostgreSQL;Redis,PostgreSQL;Redis,AWS,AWS,Vue.js,Vue.js,Apache Kafka,Apache Kafka,Docker;Pulumi,Docker;Pulumi,IntelliJ,IntelliJ,Linux-based,Linux-based,Git,Command-line,,,Confluence;Jira Work Management,Confluence;Jira Work Management,Slack,Slack,Very favorable,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,21.0,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Disagree,Never,1-2 times a week,Never,15-30 minutes a day,Less than 15 minutes a day,Just right,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,No,Yes,Appropriate in length,Easy,75863.0
372,57425,I am a developer by profession,"Employed, full-time;Student, full-time","Hybrid (some remote, some in-person)",Hobby;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Online forum;How-to videos,,9,,"Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test;Student;Data or business analyst",,,Start a free trial;Visit developer communities like Stack Overflow,South Africa,,,,C;Dart;JavaScript;Python;Rust;SQL;TypeScript,Assembly;C;C++;Go;JavaScript;Python;Rust;SQL;TypeScript,Cloud Firestore;MariaDB;MongoDB;MySQL;PostgreSQL,Cassandra;Elasticsearch;Neo4j;PostgreSQL;Redis;SQLite,AWS;Firebase;Google Cloud;Heroku;Microsoft Azure,Google Cloud;Microsoft Azure,Angular.js;Deno;Express;jQuery;Node.js;React.js,Deno;Express;Node.js;React.js,Flutter;NumPy;Pandas;Scikit-learn;Spring;TensorFlow,Apache Kafka;Electron;Hadoop;NumPy;Pandas;Spring;TensorFlow;Torch/PyTorch,Docker;Homebrew;npm;Yarn,Docker;Homebrew;npm;Terraform,Android Studio;Eclipse;IntelliJ;IPython/Jupyter;Nano;PyCharm;Sublime Text;Vim;Visual Studio Code;Xcode,Eclipse;IntelliJ;IPython/Jupyter;Nano;PyCharm;Vim;Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),macOS,Git,Code editor;Command-line,,,Notion,Notion,Google Chat;Microsoft Teams;Slack;Zoom,Slack,Favorable,Stack Overflow;Stack Exchange,Multiple times per day,No,,"No, not really",18-24 years old,Man,No,Straight / Heterosexual,African,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Yes,Independent contributor,1.0,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Never,1-2 times a week,1-2 times a week,30-60 minutes a day,30-60 minutes a day,Somewhat long,Innersource initiative;DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing,No,Yes,Yes,Appropriate in length,Easy,
373,57577,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Books / Physical media;Other (please specify):,,,40,28,"Developer, full-stack","10,000 or more employees",I have little or no influence,Other (please specify):,South Africa,ZAR	South African rand,,Monthly,Bash/Shell;HTML/CSS;JavaScript;Python;SQL;VBA,Python;SQL;VBA,Oracle,MongoDB;Oracle;PostgreSQL,Microsoft Azure,Google Cloud,Flask,Flask,Pandas,.NET;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch;Hugging Face Transformers,Docker,Docker,IPython/Jupyter;Notepad++;Visual Studio;Visual Studio Code,IPython/Jupyter;Notepad++;Visual Studio;Visual Studio Code,Windows,Linux-based;Windows;Windows Subsystem for Linux (WSL),I don't use one,,,,,,Microsoft Teams;Zoom,,Very unfavorable,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,A few times per month or weekly,"Yes, definitely",45-54 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.);I have autism / an autism spectrum disorder (e.g. Asperger's, etc.)",No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
374,57587,I am a developer by profession,"Employed, full-time",Fully remote,School or academic work,Some college/university study without earning a degree,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Colleague",Technical documentation;Stack Overflow;How-to videos,,7,4,"Developer, full-stack",20 to 99 employees,I have some influence,Start a free trial;Ask developers I know/work with,South Africa,ZAR	South African rand,,,C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;C++;Kotlin;SQL;TypeScript,Microsoft SQL Server;MongoDB;Neo4j,DynamoDB;Neo4j;SQLite,Firebase;Microsoft Azure,AWS;Microsoft Azure,Angular;ASP.NET;ASP.NET Core ;Node.js;React.js,Angular;ASP.NET Core ;Vue.js,.NET;Electron;React Native,Ionic,Docker;npm;Yarn,Docker;Kubernetes;Yarn,Android Studio;IntelliJ;Notepad++;Rider;Sublime Text;Visual Studio;Visual Studio Code,IntelliJ;Notepad++;Rider;Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),Windows,Git,Dedicated version control GUI application,,,Stack Overflow for Teams,,Google Chat,,Indifferent,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White;African,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
375,57612,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Freelance/contract work,Some college/university study without earning a degree,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague;Other (please specify):",Technical documentation;Blogs;Programming Games;Stack Overflow;Online books;Online forum,,41,26,"Developer, front-end;Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test;Developer, mobile;Database administrator;Developer, game or graphics;Project manager;Designer",500 to 999 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,South Africa,ZAR	South African rand,,Monthly,Delphi;JavaScript;SQL;VBA,C++;Delphi;Java;JavaScript;PHP;Python;SQL;VBA,Microsoft SQL Server,Microsoft SQL Server;MySQL;SQLite,Microsoft Azure,Microsoft Azure,,,,,,,"Notepad++;RAD Studio (Delphi, C++ Builder)","Android Studio;Notepad++;RAD Studio (Delphi, C++ Builder);Visual Studio;Xcode",Linux-based;macOS;Windows,Windows,Other (please specify):,Dedicated version control GUI application,,,Microsoft Planner,Microsoft Planner,Google Chat;Microsoft Teams;Zoom,Google Chat;Microsoft Teams;Zoom,Favorable,Stack Overflow;Stack Exchange,Daily or almost daily,No,,"No, not really",45-54 years old,Man,No,Straight / Heterosexual,White;European,None of the above,None of the above,Yes,People manager,26.0,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,1-2 times a week,6-10 times a week,3-5 times a week,Less than 15 minutes a day,30-60 minutes a day,Very long,,Yes,No,Yes,Appropriate in length,Easy,
376,57685,I am a developer by profession,"Employed, full-time",Full in-person,Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc)",,,35,30,"Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Project manager","1,000 to 4,999 employees",I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit,South Africa,ZAR	South African rand,,Monthly,Delphi;HTML/CSS;JavaScript;SQL;TypeScript,Delphi;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;Firebase Realtime Database,Microsoft SQL Server;PostgreSQL;Firebase Realtime Database;SQLite,,,Angular;ASP.NET;ASP.NET Core ;jQuery,Angular;ASP.NET;ASP.NET Core ,.NET,.NET,,,"Notepad++;RAD Studio (Delphi, C++ Builder);Visual Studio Code","Notepad++;RAD Studio (Delphi, C++ Builder);Visual Studio Code",Linux-based;Windows;Other (please specify):,Linux-based;Windows;Other (please specify):,Git;SVN,Dedicated version control GUI application,,,Adobe Workfront;Jira Work Management,Adobe Workfront;Jira Work Management,Zoom,Zoom,Indifferent,Stack Overflow,A few times per month or weekly,No,,Neutral,65 years or older,Man,No,Straight / Heterosexual,European,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
377,57744,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",I don’t code outside of work,Some college/university study without earning a degree,Books / Physical media,,,38,35,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices","Just me - I am a freelancer, sole proprietor, etc.",,Start a free trial;Visit developer communities like Stack Overflow,South Africa,ZAR	South African rand,,,Delphi;SQL,Delphi;SQL,SQLite,SQLite,Microsoft Azure,Microsoft Azure,,,,,,,"RAD Studio (Delphi, C++ Builder)","RAD Studio (Delphi, C++ Builder)",Windows,Windows,Other (please specify):,Command-line,,,,,,,Indifferent,Stack Overflow;Stack Exchange,A few times per week,No,,"No, not really",45-54 years old,Man,No,Straight / Heterosexual,European,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Too long,Neither easy nor difficult,
378,57764,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",Hobby;School or academic work,"Other doctoral degree (Ph.D., Ed.D., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Online forum;How-to videos;Coding sessions (live or recorded),,25,20,"Developer, front-end;Developer, mobile;Academic researcher","5,000 to 9,999 employees",I have some influence,Start a free trial;Ask developers I know/work with,South Africa,ZAR	South African rand,,Monthly,C;C++;COBOL;Delphi;JavaScript;SQL,,Microsoft SQL Server;MySQL;Oracle;SQLite,,AWS;Google Cloud;Microsoft Azure,,ASP.NET,,.NET,,,,"Android Studio;RAD Studio (Delphi, C++ Builder);Visual Studio",,,Windows,Git,Code editor,,,Microsoft Planner,,Microsoft Teams;Zoom,,Indifferent,Stack Overflow,A few times per month or weekly,No,,Neutral,35-44 years old,Man,No,Straight / Heterosexual,White,,Prefer not to say,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
379,57823,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Bootstrapping a business,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification",Technical documentation;Blogs;Stack Overflow;Online books;Video-based Online Courses;How-to videos;Written-based Online Courses;Interactive tutorial;Coding sessions (live or recorded);Certification videos,Coursera;Udemy;Other,10,5,Data scientist or machine learning specialist,"10,000 or more employees",I have some influence,Other (please specify):;Start a free trial;Ask developers I know/work with,South Africa,ZAR	South African rand,600000.0,Yearly,R;SAS;SQL,Bash/Shell;Julia;Python;R;Rust;Scala;SQL,MySQL,DynamoDB;MySQL,,,,,Scikit-learn;Tidyverse,Keras;NumPy;Pandas;Scikit-learn;Tidyverse;TensorFlow;Torch/PyTorch;Hugging Face Transformers,,,IPython/Jupyter;RStudio;Sublime Text;Visual Studio;Visual Studio Code,IPython/Jupyter;RStudio;Sublime Text;Visual Studio;Visual Studio Code,Windows,macOS;Windows,Git,Code editor;Command-line,,,Confluence;Jira Work Management,Notion,Microsoft Teams,Microsoft Teams,Favorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, definitely",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,5.0,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,1-2 times a week,3-5 times a week,3-5 times a week,60-120 minutes a day,30-60 minutes a day,Somewhat long,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery,No,No,No,Appropriate in length,Easy,37932.0
